SYMBOL	1_08_AD-F	10_11_AD-F	11_12_Normal-M	26_05_Normal-M	39_08_AD-M	39_10_AD-M	4_05_Normal-M
SAVANT_GROUP	1	1	2	2	1	1	2
ATP6	14.96234081	14.93295897	14.93670217	15.01099952	14.89737433	14.93676261	14.88519009
ND4	14.92207006	14.89960345	14.90454747	14.92863061	14.90545892	14.88572803	14.87318036
COX2	14.89206133	14.88968235	14.88742931	14.87879974	14.87879974	14.86189977	14.89571288
COX1	14.83783058	14.83246462	14.83677965	14.85190266	14.75318032	14.86440518	14.79702793
ND2	14.799577	14.80811994	14.8382162	14.84750388	14.79034089	14.80687058	14.68864066
GFAP	14.60803066	14.51926438	14.47236072	14.55343233	14.37953493	14.54913511	13.97445608
MBP	14.38593835	14.41981871	14.60978924	14.58829598	14.41981871	14.41981871	13.82745084
UBC	14.35614663	14.33511193	14.26170063	14.20011181	14.27954531	14.24779812	14.32350364
EEF1A1	14.19924261	14.21082965	14.20550534	14.07905796	14.02239055	14.22660508	14.1367249
TPT1	14.20913884	14.19126632	14.283027	14.08887589	14.09562727	14.12955564	14.13334861
RPL37A	14.20947075	14.19766598	14.12595852	14.07636365	14.08398222	14.03750472	13.92415045
HSP90AA1	14.26701512	13.9406645	14.27751199	13.70664121	13.88659142	13.85614551	14.06508966
FTH1	13.99984915	13.96413045	13.97366489	13.98847907	13.88811271	13.96413045	13.75745937
RPL41	14.11470625	14.01104628	13.84492715	13.95755802	13.78322791	13.88711273	13.80541739
ACTB	13.74347228	13.96213336	13.61241228	13.85525318	14.00065512	13.8747485	14.18042009
CLU	14.06818556	13.99578608	13.34199477	13.85944727	13.79897325	14.0364452	13.70725478
SPARCL1	13.79347998	13.80020542	13.51726449	14.03173508	13.87091072	13.99284042	13.68412317
GPM6B	13.89933908	13.98840664	13.89679808	13.93016906	13.86954644	14.05161725	13.43260887
MALAT1	13.77009166	13.65821511	14.16074748	14.06110812	14.01010771	14.18351447	13.66189303
PTPRO	14.04145005	13.79910105	14.21760911	14.25847208	13.9846505	13.9006555	13.25033039
PLP1	13.83459086	13.96828517	13.88178012	13.70992495	13.79768324	13.97531188	13.52692358
GAPDH	13.74290247	13.75259461	13.414185	13.78650153	13.89395364	13.67618353	14.00534031
FTL	13.96108358	13.80989012	13.96091486	13.94359069	13.64469262	13.90032699	13.49852816
GNAS	13.61044287	13.79264024	13.69715869	13.45240924	13.90587507	13.53509877	14.03218692
TUBA1B	13.65765418	13.55052082	13.65281652	13.65655452	13.47225647	13.50060369	14.21149563
SLC1A2	13.44635313	13.80286581	13.35722257	13.94261554	13.56561315	13.95571489	13.53139058
FTH1P5	13.69961541	13.70953774	13.74033816	13.80658767	13.55941195	13.90349498	13.65205202
AQP4	13.82459929	13.76390536	13.31205091	13.84389748	13.50458258	14.0009225	13.45159834
PTGDS	13.7275227	13.7902222	13.46039126	13.75465369	13.43972887	13.87148816	13.340997
UBB	13.79799533	13.68950948	13.60798093	13.53374546	13.60754164	13.55056488	13.92989181
HUWE1	13.77287495	13.64713315	13.78711108	13.64713315	13.61018972	13.64713315	13.62043199
TMSB4X	13.47849326	13.53139287	13.55868399	13.63426004	13.6347883	13.55497291	13.87164325
TUBA1A	13.57672436	13.62479917	13.45135902	13.65268258	13.32648067	13.63886197	13.81882142
DPYSL2	13.48117796	13.66215122	13.49196252	13.55969263	13.61488803	13.74878709	13.57493894
GLUL	13.5201003	13.64051052	13.40663396	13.77937635	13.61065114	13.72094444	13.45192474
GJA1	13.86893966	13.84968243	13.37711615	13.80996423	13.51472927	13.88207294	12.73871329
RPS27	13.71831464	13.6276723	13.75796642	13.76031696	13.34859564	13.53818549	13.27867046
IDS	13.27297286	13.57650445	13.44209229	13.33140503	13.68036706	13.5351737	13.75026559
RPS24	13.62816959	13.5575922	13.72753856	13.55972653	13.43602956	13.39738505	13.41917898
RPL23A	13.6890783	13.56388263	13.6942229	13.55253899	13.46477033	13.47771639	13.22786009
CFL1	13.37874877	13.48103521	13.14164644	13.4590737	13.62889119	13.38007079	13.75306161
RPS16	13.75980966	13.60218594	13.51392983	13.45287854	13.45399142	13.44924457	13.25207969
RPLP1	13.66666728	13.54868653	13.4705414	13.39049322	13.46936845	13.37419	13.2287048
ATP1B1	13.17634152	13.21083138	13.31650139	13.10844432	13.75334337	13.37984621	13.83326471
RPL37	13.56911861	13.51299176	13.51230567	13.43234695	13.39323635	13.24773094	13.24256486
PPIA	13.22118692	13.34990489	13.00865875	13.09344472	13.57107773	13.23398198	13.80684224
EDIL3	13.30902228	13.54510022	13.35452936	13.03392296	13.51695191	13.52949348	13.44767981
CST3	13.63504612	13.46997211	12.96142016	13.59621419	13.01813163	13.59561094	12.8145204
FAM107A	13.52758094	13.47799086	13.5738242	13.73923472	13.3888032	13.51713065	12.72810486
B2M	13.52842478	13.44931701	13.26624561	13.39313275	13.10956273	13.36590432	13.05177681
YWHAB	12.96175058	13.31660697	13.01961694	12.95605574	13.42086167	13.22146696	13.77166575
TUBA1C	13.22422588	13.22422588	13.21881094	13.20462806	12.9704386	13.13846254	13.74258678
RPS23	13.4521601	13.46988068	13.44552344	13.31318718	13.2196566	13.15477724	13.18669612
RPL32	13.48686062	13.42778914	13.57000742	13.28356678	13.19364936	13.18722352	13.14555451
RPL7	13.44951633	13.40372057	13.45432087	13.2212264	13.14330728	13.26391412	13.25160808
RPL30	13.5551716	13.4417516	13.56964374	13.37077428	13.12692968	13.25345882	13.02207652
SNAP25	12.22053163	13.25406243	12.72831951	12.50042842	13.6551933	13.14277946	14.08655254
RPS4X	13.47609594	13.48010469	13.3637554	13.16604563	13.04987706	13.18551486	12.96904891
GPM6A	12.8522503	13.29525581	13.09083217	13.20939099	13.13763172	13.31707288	13.52638095
QKI	13.4211779	13.51163453	13.4298419	13.43344289	13.3180081	13.54802895	12.79257509
SPTBN1	13.24691476	13.41837202	13.35377718	13.22652311	13.29002353	13.3716777	13.30221691
RPL31	13.38000842	13.28221244	13.4241867	13.24472003	13.13417526	13.04716862	13.24178087
RPS15	13.47965008	13.34362328	13.39800803	13.244933	13.21099083	13.11549071	13.19795272
CRYAB	13.88684218	13.48339621	13.86294487	13.20521959	13.08995234	13.33631057	12.43508099
QDPR	13.51237413	13.60900566	13.500541	12.87131649	13.61758422	13.34532154	13.03192605
SKP1	13.19569801	13.31945753	12.86949496	13.0482761	12.98646008	13.16350856	13.53249023
RTN4	12.99255685	13.15855744	13.12799904	13.00136593	13.30712108	13.11056374	13.43364063
PEBP1	13.11822325	13.18451052	12.95155113	13.00026762	13.35691581	13.24602679	13.3799614
EIF1	13.34067608	13.18485925	13.17089089	13.00066198	12.96805509	13.14266189	13.26190366
OAZ1	13.13872639	13.20524826	12.87218468	12.87695041	13.30704201	12.96899432	13.59274948
RPL9	13.29622293	13.20769382	13.27713663	13.15235382	13.04058044	13.05465607	13.03532993
COX6A1	13.00046166	13.30561888	12.89054686	13.08363112	13.48260226	12.97206825	13.38488264
FBXL16	12.95919282	13.29215463	12.99407726	12.79426553	13.22900521	13.12117082	13.44604186
CPE	13.17945574	13.17030005	12.84329183	13.27850312	12.88348262	13.22896024	13.17030005
RPS28	13.28528396	13.26326167	13.23743784	13.11112174	13.32143456	12.97883513	12.88759048
NTRK2	13.26395113	13.38611182	12.76006512	13.31915731	12.9676588	13.49507187	12.51223486
SLC1A3	13.37151038	13.40903356	12.91147545	13.44864592	12.91417033	13.39776206	12.55447294
RTN1	12.47557284	13.09695828	12.72650117	12.75911789	13.21021541	13.06519208	13.52392229
RPS6	13.25555411	13.15949061	13.45467499	13.18407735	12.98463956	13.03217029	12.86491061
TUBB2A	12.29632593	13.0118661	12.40137032	12.85901115	13.05173202	12.70847218	13.98118735
LINC00657	12.77217248	13.04772473	13.01495157	13.085023	13.15321427	13.08710911	13.35486742
PEA15	13.10646297	13.20081574	13.18995952	13.19686889	12.8497306	13.07580396	13.054202
RPS18	13.19717182	13.05860864	13.27416377	13.11174234	13.06015251	13.00283671	12.87941201
NACA	13.2502845	13.09836563	13.21483128	12.91130597	12.91810696	12.99294409	13.06875731
RPS10	13.23977692	13.2131135	13.12043645	12.99728948	13.14932175	12.99248217	12.91655252
MRFAP1	12.98510527	13.0508383	12.86765967	12.86358429	13.06593541	13.06538029	13.17108506
SEPW1	13.19477063	13.13845489	13.12688893	12.83608527	13.228318	12.97114956	13.1228353
RPS2	13.17010738	13.10731118	13.1455066	13.11661807	12.9393431	13.14196729	12.97347579
RPS27A	13.02679829	13.07131544	13.3403509	13.08295187	12.82333956	13.02984588	13.02808375
PRNP	12.77936728	13.07271664	12.85527254	12.83174551	12.99646862	13.17474638	13.22386949
DKK3	12.70367636	12.95917257	12.25701637	12.60868315	13.10053864	13.17474638	13.5929621
MT2A	13.18024977	13.12534517	12.83849826	13.46746496	13.53260688	13.1150872	12.51746949
MAP2	12.49297657	12.96583113	12.79534015	12.40989452	13.2007225	12.87854488	13.55046868
RPS14	13.23765967	13.15427741	13.07948158	12.86690583	12.95056182	12.9907196	12.83068238
NGFRAP1	12.60158917	12.9388702	12.46051069	12.59097942	12.98128792	12.87336883	13.6267556
EEF2	12.96772966	12.99015331	13.00896961	12.97907368	13.00896961	12.97534302	12.95638577
RPL39	13.28230458	13.13212517	13.08953126	12.98827582	12.94352582	12.95170639	12.72585728
HMGB1	13.02862253	13.09687022	13.04057981	12.93647593	13.01360035	13.01004645	12.88099492
ITM2B	12.92826116	13.03597058	12.43702751	12.62472311	12.94362798	12.87806626	13.46299024
YWHAG	12.50451768	12.91715593	12.66063879	12.24832725	13.25403961	12.78132153	13.52471773
CHN1	12.14724742	12.87632639	12.44933161	12.1188916	13.33329248	12.79199322	13.80829104
RPL10A	12.99620278	12.99756095	12.92371264	12.85240027	12.82697788	12.85726105	12.98065142
RPS17	13.14442407	13.11680056	13.06985098	12.97959318	12.8219103	12.77906217	12.943222
RPL24	13.01858402	12.94920259	13.1660683	12.9412508	12.82695142	12.8497086	12.88508951
SPP1	13.18857334	13.08704948	12.71038297	12.63694089	13.13428567	13.25612442	12.88139621
ATP1A2	13.00384301	13.08306159	12.46343505	13.24457796	12.66747951	13.30851089	12.39946528
RPS12	13.23706177	12.94080338	13.06865065	13.01232281	12.73054458	12.83325592	12.65561469
PSAP	12.97197765	12.94571433	12.28616019	12.78705307	12.88694979	12.9582439	13.17372042
RTN3	12.48735303	12.88753766	12.47405572	12.40323383	13.11391021	12.72933004	13.46558755
RPL6	12.97951672	12.89624607	13.11158705	12.86889701	12.8131426	12.74054074	12.88041995
RPL34	13.04729367	12.97466484	13.07702337	12.85858784	12.87985336	12.80920045	12.81897689
LDHB	12.9322929	12.9124872	12.61072399	12.85847156	12.77489731	12.91811333	12.99842008
SEPP1	13.14786594	13.26953673	13.23899304	13.00841044	13.23246668	13.28182178	12.09764519
MORF4L1	12.94599837	12.9131199	12.74035057	12.68050653	12.94599837	12.87292593	13.06068495
RPL27	13.08027045	12.99836311	13.01998988	12.88599462	12.84244523	12.79760201	12.70062588
TMSB10	12.70099319	12.80171493	12.75766397	12.88098223	12.65016572	12.64471341	13.09618428
RPL38	13.06115408	12.91918258	13.07385792	12.96183355	12.77091777	12.72640156	12.7289653
RPL15	12.76031422	12.87194586	12.58301344	12.61936014	12.75406797	12.7859606	12.98653539
KIF5C	12.65035119	12.92702316	13.15733853	12.88651153	13.03281132	12.77199804	12.88651153
AHCYL1	13.04209568	12.98238653	12.64920297	13.2988122	12.65727392	13.13203125	12.21142812
RPS7	12.94076362	12.86796801	13.07600193	12.93976585	12.76069239	12.74019345	12.79083091
RPS19	13.23468624	12.90974579	13.10375912	12.95632984	12.6867427	12.81092798	12.56781285
DBI	13.2269883	13.04014827	12.48170435	12.945522	12.95040754	13.03364976	12.49074437
TSC22D1	12.92871996	12.8038258	12.56798409	12.94022029	12.82254109	12.91334997	12.92687478
TF	12.58975041	13.12851224	12.4148443	12.25688073	13.42665211	13.12543915	12.76801277
NDUFA4	12.59501064	12.84756204	12.25877142	12.59405008	13.03688705	12.58116871	13.53626988
GPRC5B	13.155038	13.27303206	13.05936508	12.58940176	13.19314364	13.03989275	12.20396164
PPP2CB	12.93205294	12.91081128	12.76957296	12.835461	12.71462424	12.8583374	12.95835025
PTMA	12.99071155	12.98154065	13.11093085	12.79982031	12.87923133	12.8738567	12.53454481
RPL14	12.92242968	12.76015398	13.11174121	12.92048231	12.81629361	12.6544171	12.63705917
HIPK2	12.85655564	13.02584427	13.41837202	13.18312234	12.90076829	13.14781439	12.32556529
7-Sep	12.81275381	12.88646722	12.86067292	12.77176087	12.85717444	12.81808023	12.56692664
TMA7	12.74214647	12.71633627	12.62663741	12.73760304	12.81018585	12.74820204	12.80129005
SCD	12.43553337	12.88335244	12.60317645	12.82444339	12.91367737	12.99340423	12.93730637
NPM1	12.78714633	12.819106	12.73487043	12.544415	12.61778796	12.819106	12.87189893
MT1HL1	12.91132459	12.85694463	12.56806452	13.18711913	13.22528127	12.86661861	12.33691652
RAC1	12.59685974	12.79272479	12.53282505	12.63631272	12.84044965	12.79277842	13.05689632
MTURN	12.69619417	12.87684935	13.28955003	13.16366658	13.03284609	12.91897033	12.40164294
SRP9	12.68560533	12.77659978	12.37633144	12.68673474	12.56076397	12.7453453	12.99606684
YWHAQ	12.5306376	12.72313342	12.49758131	12.43017111	12.68822781	12.73360921	13.12793139
SCD5	12.58194174	12.81660839	12.45846948	12.78553512	12.63755849	12.89957225	12.60012044
SERINC1	12.381902	12.69408991	12.29968276	12.56521859	12.59118552	12.76664857	13.19736132
COX7C	12.68350023	12.68365972	12.54911686	12.55705342	12.90750059	12.48020546	12.9937566
CDK2AP1	13.17780437	13.01368079	12.81980981	12.88834903	12.71449205	12.90753323	12.17737303
DDAH1	12.75403967	12.9043552	12.53332657	12.95163101	12.57925465	12.85985871	12.54272221
CD81	12.83152961	12.84048939	12.25329257	12.92691669	12.58765156	12.92402673	12.41135458
MTCH1	12.55908112	12.682028	12.39929493	12.29456861	12.73828148	12.54443009	13.14124143
MT1X	12.79788585	12.83247394	12.31001517	13.27952297	13.22128619	12.76029269	12.1810259
FEZ1	12.87885834	12.86066407	12.80601289	12.53916512	12.76766049	12.73653858	12.31205418
APP	12.35988174	12.67547361	12.65299481	12.44834916	12.27213255	12.68757038	12.76610056
PLEKHB1	13.13951605	12.91975409	13.08369625	13.1220317	12.73252124	12.84600822	11.3356819
ADD3	12.84790837	12.77027347	12.74537359	12.79757587	12.50760484	12.78700018	12.08893104
MEG3	12.42991447	12.48722297	13.13763587	12.67238615	12.99651838	12.89020135	12.41021495
BEX1	11.82456902	12.58556546	11.92050616	11.82397013	12.81785481	12.40604466	13.43937325
MT1E	12.80676839	12.74510815	12.39282618	12.85598939	13.24196091	12.74510815	12.10479575
RPS21	12.79451934	12.69420665	12.76445225	12.45072495	12.79926726	12.4832394	12.46262676
MORF4L2	12.45460923	12.60636173	12.48841891	12.1882617	12.7288994	12.43426083	12.99622651
DYNC1LI2	12.71684703	12.69264592	13.06556678	12.84073888	12.85651719	12.75658507	12.35380676
CAMK2N1	12.28130881	12.45880338	12.65528387	12.35709647	12.48545457	12.58268482	12.88679298
CLDND1	12.66099577	12.92896173	12.83472587	12.3566673	12.49637182	13.05598483	11.9887833
ALDOA	12.39315537	12.39056745	11.93585239	12.31420027	12.68794311	12.35923076	13.24161509
PRKACB	12.2545072	12.55841718	12.4075289	12.23339137	12.59152994	12.49540695	12.99947879
PCDH9	12.61202645	12.65260785	13.13839337	12.78281122	12.58266415	12.74173607	11.99147446
SYT1	11.10603798	12.46513699	11.87536227	11.91150422	13.05123939	12.18014039	13.54305772
S100B	13.13891636	12.52167457	12.51549955	12.95475218	11.95435731	12.98220487	11.67983423
STXBP1	11.78325341	12.2769488	12.1581322	12.18002205	12.57874795	12.25501096	13.26280016
GABARAPL2	12.54398434	12.56701728	12.12690715	12.42863039	12.38518718	12.5385174	12.83531832
MAP1B	12.18321629	12.42252731	12.0033858	12.02121603	12.96172214	12.5136159	13.33073049
RPL11	12.64852831	12.60201781	12.8406234	12.61411567	12.25630049	12.58209358	12.38460907
SOD1	12.60895862	12.52757695	12.41190315	12.04181859	12.59819564	12.2507387	13.00654375
FMNL2	12.73468374	12.82762748	12.83804057	12.55365959	12.75975932	12.75896242	11.89718431
FAU	12.80305782	12.74731148	12.46406502	12.2319299	12.68370936	12.41769459	12.25266957
COX6C	12.24579923	12.51030007	11.86719074	12.18036946	12.7625102	12.25605741	13.02061263
ZBTB18	12.21605293	12.61027738	12.10687094	11.84797556	12.82104189	12.56236636	12.8931353
HSPD1	13.0322079	12.38332034	13.02852065	12.3249312	12.08557295	12.29504086	12.38337066
RPL22	12.62430183	12.48129805	12.87192019	12.50458653	12.3396664	12.39551861	12.36233538
NDRG2	12.66573678	12.73847162	12.36359666	12.56589049	12.60953918	12.94583669	11.84386673
GRIA2	12.01348505	12.46191596	12.23509246	12.28486653	12.68613462	12.32784573	12.99387422
CKB	12.34559984	12.66127924	12.06130163	12.3580604	12.58148644	12.55191822	12.59610523
OGFRL1	12.73228284	12.59568889	11.95663674	12.75869949	12.60622553	12.62738275	12.6643953
PGAM1	12.3217781	12.3287706	11.74388919	12.22340822	12.60045902	12.27662424	13.20516646
RPS25	12.51754419	12.51754419	12.76540586	12.56037711	12.37273486	12.52166425	12.28600761
COX4I1	12.39199131	12.46210451	12.21516721	12.27232647	12.77661169	12.28875339	12.73482541
DYNLL1	12.48911332	12.48911332	12.32496934	11.9813194	12.45730976	12.31735393	12.93307628
DDX17	12.39243665	12.69796881	12.32172569	12.48603244	12.56979487	12.84357051	12.20385101
DNAJC6	11.90248889	12.45370308	12.08733118	11.69690846	12.69494216	12.39235054	13.18154686
IFITM3	13.10530711	12.5105531	12.49664835	13.35074174	12.29311043	12.71370804	11.99156878
AGT	12.79004713	12.69929977	11.58578915	12.6578204	12.47928645	12.75134257	11.94092998
PARK7	12.45057915	12.47928577	12.2271721	12.30172515	12.49630797	12.29789315	12.79935911
MAP1A	12.14964198	12.48029278	12.3756132	12.24535146	12.96738373	12.289514	12.62838839
ZFAND5	11.99282183	12.38731248	11.90138763	12.32738026	12.44032176	12.50300439	12.6983763
MT1H	12.58374233	12.54968923	12.18233533	12.8957077	13.09621948	12.53300574	11.904138
C1orf61	12.53560122	12.64321971	11.9989959	12.70873821	12.29302208	12.55071142	12.09448039
SPARC	12.98638336	12.75607024	11.91627679	12.39392758	12.64531128	12.76522274	11.61529222
CSRP1	12.79810216	12.75345361	12.36301436	12.52364613	12.6543992	12.68818695	11.82400203
ANK2	12.23907929	12.33143611	12.22120445	12.19846144	12.39812404	12.39951424	12.71230926
EIF4G2	12.44759325	12.4066485	12.31962485	12.28947241	12.35284817	12.46140607	12.49116095
CYCS	12.00282644	12.22151267	12.10226223	12.12285428	12.42994666	12.03732463	12.95749108
TPPP	12.02943429	12.54981423	12.62340856	12.14677972	12.6522097	12.5511848	12.17094898
FAM171B	12.31330154	12.32497192	11.96317535	12.44386536	12.05358761	12.50567394	12.5878384
ATP5E	12.36887146	12.30604505	12.33658525	12.40274088	12.37771648	12.29532174	12.56862515
USMG5	12.35994809	12.34125888	12.10653745	12.11948862	12.63755849	12.07749848	12.71707967
PABPC1	12.54800658	12.34321938	12.77583496	12.32500941	12.168582	12.63366315	12.02111906
ENPP2	12.32542886	12.7862647	12.63221471	12.18151431	12.46025449	12.67103494	11.90596219
AMER2	12.47796921	12.70273601	12.82735391	12.5080194	12.58187369	12.88694852	11.70376219
NPTN	11.62564495	12.29175563	11.85354546	11.73340527	12.49005617	12.3284477	13.06959044
CELF2	12.23337068	12.38251	12.22242872	12.25253606	12.47775133	12.38251	12.41865295
PPP3CA	11.92396892	12.59189563	11.83576146	11.96749627	12.72324124	12.37369115	12.98424466
NGRN	12.31036738	12.26558239	12.28377968	12.02296642	12.39182256	12.14097056	12.74013081
ETNPPL	12.24143768	12.83412825	11.29581596	12.65729712	12.03757421	12.85294424	11.65235651
VSNL1	10.6852551	11.96532685	12.0120963	11.64048133	12.89427275	11.90586238	13.01242226
SARAF	12.04273202	12.26603736	12.02046753	12.17736347	12.11684756	12.22454457	12.95476103
PTP4A2	12.41847254	12.42441342	12.72064194	12.3529634	12.53151944	12.56006121	12.01521274
ERMN	12.43501176	12.57706641	12.85777438	12.29637911	12.48066604	12.68204741	11.47554378
YWHAZ	11.6392978	12.4263542	11.82555843	12.04243838	12.28425515	12.13996368	13.10535181
NUDT3	12.230341	12.46140637	12.57460523	12.3896703	12.55964729	12.33803606	12.10912899
CNP	12.11801275	12.55217472	12.06525983	12.22089636	12.58271877	12.60521128	11.98407072
SEC62	12.32467489	12.28522837	12.5176643	12.44595598	12.42523913	12.3043651	12.31768075
NUCKS1	12.40935134	12.42120037	12.48820942	12.52680904	12.62958756	12.58528332	12.05680265
TSPAN3	12.38007603	12.40705908	11.87390501	12.31166682	12.05978792	12.42098797	12.45519544
RHOA	12.57718685	12.47366872	12.14920768	12.41940618	11.8799905	12.42334527	12.06767738
CLTC	12.05064743	12.20544891	11.80655171	11.91265781	12.40305599	12.15940931	12.98560518
BASP1	11.80503858	12.17454325	11.95601219	11.68764363	12.47308683	12.0701776	13.06851274
TRIM2	12.09567763	12.3844307	12.36485886	12.01465341	12.6689126	12.2698031	12.39216796
SORBS1	12.87357053	12.43910736	12.41637834	12.8269521	12.13192585	12.73441822	11.63077149
ALDOC	12.09055357	12.35431398	11.36656351	12.6435017	12.41107413	12.43474061	12.55112615
DSTN	12.16284259	12.16773101	12.05855092	11.77586644	12.17290214	12.06374307	13.08329289
CLDN11	12.14960075	12.5540646	12.44391183	12.4536391	12.43562085	12.82049603	11.66986015
FHL1	12.28175508	12.39215879	11.91147226	12.10724539	12.0530909	12.36526393	12.63279365
MT3	12.4567835	12.43574975	12.08557799	12.31466465	12.40698663	12.40826648	11.84081824
HSPA2	12.34551924	12.72117994	12.13531013	12.07401385	12.7693737	12.63319872	11.6680575
VIM	12.47165188	12.58997725	12.02310403	12.57866224	11.84769295	12.60190665	11.47705007
RPL35A	12.46691899	12.36018262	12.29297279	12.2218185	12.1884303	12.11874891	12.27535633
STUB1	12.39213139	12.29583043	12.13847221	12.22475149	12.59450881	12.11247972	12.42302139
OLIG1	12.36781191	12.60087593	12.60119373	12.45042224	12.47708493	12.52761366	11.59429926
MIF	12.20720453	12.40679532	11.53482425	11.71179641	12.68244064	11.91598689	12.97081129
NPIPA1	12.12110248	12.38343063	12.39832986	12.52372771	12.4849118	12.4176651	11.92730843
ARL6IP1	11.94211828	12.2272565	12.01917969	12.06347883	12.33158436	12.1730849	12.62576851
MARCKSL1	12.16472287	12.41038769	12.28908873	12.39459066	12.08907023	12.42522126	11.96026765
GDI1	11.90979232	12.35646091	11.93812934	12.24414372	12.47198868	12.15855188	12.54015282
AK5	11.2222373	12.57430234	11.5137653	11.01205381	12.58109989	12.22041202	13.10529231
PMP2	12.60767766	12.24859596	12.86216813	12.96668335	12.0291717	12.58374972	11.50213607
TCF4	12.3769886	12.28911131	12.59369579	12.22784525	12.67663426	12.11884355	12.24513265
NEBL	12.84573272	12.48750149	12.24707405	12.32143601	12.29006749	12.49154204	11.78027498
JUND	11.93480419	12.42808529	12.46797541	12.49394316	12.60992667	12.37969483	11.92453179
RPS29	12.57970418	12.42533173	12.25874212	12.2122157	12.20346688	12.09251859	12.05145546
ENC1	11.68552514	12.23810227	11.16804949	11.01373563	12.51191788	11.95401801	13.3683968
RPL29	12.48519725	12.24497536	12.46805895	12.26149015	12.03603768	12.13016101	12.07822649
ABAT	12.01384726	12.35056694	12.03354227	12.21640835	12.42515797	12.44830609	12.11134987
PIP4K2A	12.30436814	12.62373469	12.68349765	12.35264181	12.48448509	12.53823443	11.53325705
EIF3L	12.23314854	12.27901405	12.2982594	11.910059	12.14452377	12.17844863	12.21363282
PTPN11	12.23139128	12.28327534	12.37541639	12.41715367	12.34437274	12.49204843	12.06493568
ATP5A1	11.85346805	12.20118711	11.24117623	11.82491363	12.50387407	12.06931262	12.93495901
ATP6V0C	11.80703769	12.08256005	11.83368668	11.92148558	12.26050947	11.9783113	12.9182427
SRP14	12.19127649	12.16371561	11.94213365	12.30067662	12.23473365	12.19248377	12.20110355
RPL35	12.52914628	12.28463129	12.29624143	12.23278277	12.03036432	12.10881359	12.02951772
HSP90AB1	12.47370246	11.95799738	12.45693321	11.57211269	11.96896854	11.89273688	12.65156755
LAMP1	12.23588566	12.40410999	12.21695809	12.27133987	12.3817403	12.32561187	11.89688738
SLC38A2	12.65147327	12.50088391	12.86809917	12.07208258	12.78194524	12.3183162	11.77696335
RPS15A	12.52487453	12.33838332	12.24714448	12.17633709	11.98998959	12.22814389	11.87028516
PRKAR1A	11.603913	12.17667284	11.93631651	12.10462175	12.15400104	12.27660951	12.64443205
RPL19	12.33030279	12.25509183	12.39346399	12.21926943	12.11481492	12.04678535	12.00027952
HNRNPK	12.24051838	12.29463952	12.0841246	12.13969806	12.16570638	12.28902992	12.1240517
GABARAP	12.22264008	12.24120743	12.0030022	12.21432672	12.17299823	12.152217	12.12174012
KLHL2	12.24214004	12.27424724	12.06822429	11.7500154	12.36708851	12.32604338	12.85705711
DTNA	12.74653069	12.41209337	12.64709224	12.53635696	12.15463732	12.59578943	11.31493349
GLUD1	12.11857871	12.28072566	11.76879191	12.40868869	11.90103463	12.3473632	11.71539281
PTPRZ1	12.35185169	12.41428747	11.98208104	12.66361158	11.89619329	12.49738249	11.85119223
TPI1	12.04016581	11.91583027	11.7326453	12.03650564	12.25878972	11.90578731	12.79215004
RPLP0	12.30329107	12.17010582	12.01553213	12.25697806	11.98553011	12.18949119	11.98925957
C1orf43	12.30804165	12.26417629	12.17771369	11.92876591	12.18008587	12.18008587	12.17141445
MAPK1	11.8345306	12.14539335	11.67853746	11.70688749	12.05387522	12.05590648	12.72099039
HTRA1	12.15522621	12.4671364	11.55127347	12.34608785	12.36464811	12.57048875	11.760176
PREPL	11.24370078	12.13558932	11.47661602	11.33444382	12.34290535	12.16714289	12.85104302
ARHGAP21	11.95231398	12.3903948	12.24594059	12.22935807	12.24426383	12.43990294	12.11113145
CCNI	12.39524822	12.1686823	12.51563956	11.91903565	12.28942257	12.0150127	12.01541459
ATP6AP2	11.6806809	12.12848819	11.531351	11.67995062	12.09571931	12.07088964	12.69656038
2-Sep	12.18740233	12.23911898	12.04837409	12.49420988	11.92537902	12.31323909	11.58936543
SPOCK1	11.90179151	12.03362195	11.95783225	11.9625825	12.17416157	12.28555493	12.52499596
TUBB3	11.57508183	11.98929839	11.33412355	12.17347548	11.71812601	11.67220082	12.95901164
HIGD1A	11.88016426	12.13222948	11.65252962	12.05108194	11.98995428	12.00874239	12.45523785
MXI1	12.5243939	12.32425816	12.55777605	12.39719675	12.2971497	12.37535377	11.32829031
LANCL1	11.53159644	12.25489992	11.53399951	11.64110375	12.42876133	12.25489992	12.43811508
YWHAE	11.85845478	12.11970316	12.05357698	11.97974505	12.1448399	12.01209493	12.27984999
RPL18	12.34579726	12.17631389	12.08051238	12.01499456	11.9686294	12.08809922	11.83566662
DST	12.10027981	12.38885774	12.13688214	12.28182893	12.30029439	12.32448485	11.79300263
SNX3	12.39318421	12.13964895	12.16036054	11.88293331	11.81251198	12.05041861	12.37168664
RUFY3	11.66914105	12.05077429	11.99280619	11.79830085	12.46479673	12.08670006	12.2180226
UBA52	12.17846076	12.18433621	12.2632334	12.15376382	11.90814565	11.8886584	12.03544669
MIR1244-3	12.34220657	12.14653563	12.66929732	12.1878425	12.08751505	12.16504841	11.75395145
OLFM1	11.59452956	11.97365695	11.72616339	11.70044423	11.7531568	11.93828312	13.05147362
ITGB8	12.24979648	12.37668678	12.06725182	12.38108466	12.08614982	12.67475385	11.45809699
